track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_dance pop_prob,predicted_karaoke_prob,predicted_opm ost_prob,predicted_rnb_prob,predicted_rock_prob
3BgvCj5oUc8jpL8YCB9y8S,Pray,2wY79sveU1sp5g7SokKOiI,Sam Smith,6ss6Tbocdj0UQxmvimUhSa,221595,2017-10-06,0,0.463,0.388,7.0,0.6093346980552712,1.0,0.0437,0.282,2.54e-06,0.0866,0.166,0.16333438669842976,3,rnb,0.382692360840849,0.008335973008849244,0.10133753478529939,0.3798629287961055,0.382692360840849,0.12777120256889662
6fOPuabPdAJ0HgqJFcDGb1,Apologize,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,72c3ugX0yPaFCtEuHPDXaY,207632,2007-01-01,0,0.593,0.74,8.0,0.742272262026612,1.0,0.0339,0.363,2.22e-05,0.102,0.502,0.4100223637512762,0,dance pop,0.3826788157501269,0.3826788157501269,0.11573451121970908,0.13267008620670123,0.06308490335425124,0.30583168346921175
5Y33pd27lE5hznJFeD4dAk,My Juliana,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,5mGR6qKnpILzSzq1yyAUXk,286041,2019-01-18,45,0.531,0.552,5.0,0.5471033776867962,1.0,0.0327,0.143,3.4e-05,0.103,0.234,0.6896907968301813,4,rock,0.3825503677181275,0.14488347694377016,0.1364612523772637,0.25640144349964833,0.07970345946119031,0.3825503677181275
5SHhPFh68OhUmuRPymKX9d,Undrunk,5qa31A9HySw3T7MKWI9bGg,FLETCHER,5Skgz8BwS0Lfw2zlQSy1EB,183428,2019-01-25,0,0.679,0.572,5.0,0.7184032753326508,1.0,0.0781,0.455,2.41e-06,0.127,0.542,0.2571892167825368,3,rnb,0.3824692688437574,0.1894978923984853,0.16174584039975545,0.15175966900463425,0.3824692688437574,0.11452732935336782
2rRJrJEo19S2J82BDsQ3F7,Falling,7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,1Hy76RlNvOHe6cpih1RxXq,159381,2020-03-26,2,0.784,0.43,10.0,0.6343500511770725,0.0,0.0364,0.123,0.0,0.0887,0.236,0.4651964120764257,3,rnb,0.3823643939974755,0.1914692315265463,0.20562750282882258,0.16886556037121248,0.3823643939974755,0.051673311275943025
1hy6kKvsPbv7VTcllCuATC,I'll Be Home,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,64xzmGX1FWXy4Co4wZp7A7,219440,2015-03-04,4,0.514,0.362,2.0,0.6752098259979529,1.0,0.0263,0.303,9.3e-06,0.104,0.301,0.20801327240021394,2,opm ost,0.3820210711334729,0.010129630179437497,0.11177358389528423,0.3820210711334729,0.3804803630114658,0.11559535178033922
3uayvzcbqFydIbgUeC6EJh,closure,06HL4z0CvFAxyc27GXpf02,Taylor Swift,5jmVg7rwRcgd6ARPAeYNSm,180653,2020-12-10,50,0.686,0.705,9.0,0.5497236438075741,1.0,0.249,0.832,4.55e-06,0.134,0.919,0.6157931839175458,4,rock,0.3819200992880547,0.06498839433918618,0.24899719863719694,0.08599630870801328,0.21809799902754887,0.3819200992880547
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,4yP0hdKOZPNshxUOjY0cZj,237520,2020-03-20,79,0.667,0.719,7.0,0.7729375639713407,0.0,0.0346,0.00285,8.1e-05,0.0736,0.717,0.3007134522825612,0,dance pop,0.3819139908181642,0.3819139908181642,0.13140802190657638,0.04410171476666032,0.12023182731151082,0.32234444519708827
6NriykdkRrjQMZo1sfVYUo,"no body, no crime (feat. HAIM)",06HL4z0CvFAxyc27GXpf02,Taylor Swift,5jmVg7rwRcgd6ARPAeYNSm,215626,2020-12-10,60,0.547,0.613,7.0,0.6826202661207779,0.0,0.0264,0.431,0.0,0.102,0.528,0.1730334483932131,4,rock,0.38177529887027056,0.07292434738051207,0.10469658178275427,0.2344615422010507,0.2061422297654125,0.38177529887027056
05W4TSNqPEXtKdejLVRQrm,Thunder / Young Dumb & Broke (with Khalid) - Medley,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,3wWirod6bwh5AwxWYuKQVa,251283,2017-12-20,0,0.513,0.684,0.0,0.767697031729785,1.0,0.104,0.113,0.000144,0.395,0.266,0.2032609752540231,0,dance pop,0.3815959918913225,0.3815959918913225,0.12239696530490464,0.06722878675920593,0.23876855370478947,0.19000970233977754
3IJYUaN3tx04S4TYyZHKoP,Party Girl,1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,6OrpY5LSOnkC8xbI5qOTvw,147800,2020-07-15,68,0.73,0.439,6.0,0.5889866939611053,0.0,0.0609,0.747,0.0,0.0988,0.615,0.4834459623705577,2,opm ost,0.38125719702388833,0.023751034651519638,0.20206626366219638,0.38125719702388833,0.22576169869249776,0.1671638059698984
4Q5yMlwAfAoitqg4r9oZHN,Quit (feat. Ariana Grande),2LZDXcxJWgsJfKXZv9a5eG,Cashmere Cat,0JjoGwsBjce2mgHRliH0VN,258188,2017-04-28,0,0.365,0.413,0.0,0.691136131013306,0.0,0.0507,0.103,3.13e-05,0.103,0.125,0.20788565316738783,2,opm ost,0.3812474585494058,0.014027301911795395,0.15204329351408563,0.3812474585494058,0.24464354206525962,0.20803840395945375
