,album_id,album_name,release_date_x,artist_name_x,track_id,track_name,artist_name_y,release_date_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
49,2pAPyuSNRYzYUVQq0f5nXs,Signature,2021-08-20,Morissette,3xvxpxaN6xO1qXnC0yL275,Will You Stay,Morissette,2021-08-20,0.411,0.425,6,-6.731,1,0.0403,0.243,5.17e-06,0.124,0.207,130.321,audio_features,3xvxpxaN6xO1qXnC0yL275,spotify:track:3xvxpxaN6xO1qXnC0yL275,https://api.spotify.com/v1/tracks/3xvxpxaN6xO1qXnC0yL275,https://api.spotify.com/v1/audio-analysis/3xvxpxaN6xO1qXnC0yL275,222728,3
50,2pAPyuSNRYzYUVQq0f5nXs,Signature,2021-08-20,Morissette,4eemHb5rbuVR5sMoIvrXGr,Mirror,Morissette,2021-08-20,0.565,0.535,6,-8.286,0,0.107,0.0578,1.84e-05,0.269,0.448,142.867,audio_features,4eemHb5rbuVR5sMoIvrXGr,spotify:track:4eemHb5rbuVR5sMoIvrXGr,https://api.spotify.com/v1/tracks/4eemHb5rbuVR5sMoIvrXGr,https://api.spotify.com/v1/audio-analysis/4eemHb5rbuVR5sMoIvrXGr,179339,4
51,2pAPyuSNRYzYUVQq0f5nXs,Signature,2021-08-20,Morissette,5sbzSRG75V8RqDWJQ2pzhV,Phoenix,Morissette,2021-08-20,0.453,0.656,0,-6.101,1,0.113,0.444,0.0,0.106,0.272,169.951,audio_features,5sbzSRG75V8RqDWJQ2pzhV,spotify:track:5sbzSRG75V8RqDWJQ2pzhV,https://api.spotify.com/v1/tracks/5sbzSRG75V8RqDWJQ2pzhV,https://api.spotify.com/v1/audio-analysis/5sbzSRG75V8RqDWJQ2pzhV,236128,4
52,0MzpfJ6qCjledyXSrDBEPK,Shine (25th Anniversary Version),2021-05-21,Morissette,2XUJviTH6xu7lUK8XTEHwe,Shine - 25th Anniversary Version,Morissette,2021-05-21,0.228,0.557,0,-5.486,1,0.0585,0.806,0.0,0.0915,0.182,75.216,audio_features,2XUJviTH6xu7lUK8XTEHwe,spotify:track:2XUJviTH6xu7lUK8XTEHwe,https://api.spotify.com/v1/tracks/2XUJviTH6xu7lUK8XTEHwe,https://api.spotify.com/v1/audio-analysis/2XUJviTH6xu7lUK8XTEHwe,238108,4
53,2h0tRuNbVeRfOibujJbIUw,Phoenix,2021-02-19,Morissette,0uswsFJFsf7eAE8ExcUv9G,Phoenix,Morissette,2021-02-19,0.453,0.656,0,-6.101,1,0.113,0.444,0.0,0.106,0.272,169.951,audio_features,0uswsFJFsf7eAE8ExcUv9G,spotify:track:0uswsFJFsf7eAE8ExcUv9G,https://api.spotify.com/v1/tracks/0uswsFJFsf7eAE8ExcUv9G,https://api.spotify.com/v1/audio-analysis/0uswsFJFsf7eAE8ExcUv9G,236128,4
54,3XZCedQsI0e7g3oqpBkIBv,Love You Still,2020-11-27,Morissette,1IJzTK9cWDCEOqdSHdJB5j,Love You Still,Morissette,2020-11-27,0.526,0.476,1,-6.691,0,0.0286,0.513,0.0,0.132,0.239,139.894,audio_features,1IJzTK9cWDCEOqdSHdJB5j,spotify:track:1IJzTK9cWDCEOqdSHdJB5j,https://api.spotify.com/v1/tracks/1IJzTK9cWDCEOqdSHdJB5j,https://api.spotify.com/v1/audio-analysis/1IJzTK9cWDCEOqdSHdJB5j,267823,4
55,5aRqiwVBgyvIgvPcqJhCHK,Diyan Ba Sa Langit (Midnite Remix),2020-10-30,Morissette,0ly5fAZ28T8RMj6mE266Ar,Diyan Ba Sa Langit - Midnite Remix,Morissette,2020-10-30,0.661,0.415,7,-10.545,1,0.0533,0.332,0.0,0.29,0.614,149.85,audio_features,0ly5fAZ28T8RMj6mE266Ar,spotify:track:0ly5fAZ28T8RMj6mE266Ar,https://api.spotify.com/v1/tracks/0ly5fAZ28T8RMj6mE266Ar,https://api.spotify.com/v1/audio-analysis/0ly5fAZ28T8RMj6mE266Ar,212425,4
56,7aEoslLTLV409pniQKt9HF,Akin Ka Na Lang (Latin Version),2020-06-26,Morissette,6IBGmWQdraXoUslIUbN4in,Akin Ka Na Lang - Latin Version,Morissette,2020-06-26,0.486,0.455,7,-8.1,1,0.0288,0.596,0.000444,0.121,0.222,143.938,audio_features,6IBGmWQdraXoUslIUbN4in,spotify:track:6IBGmWQdraXoUslIUbN4in,https://api.spotify.com/v1/tracks/6IBGmWQdraXoUslIUbN4in,https://api.spotify.com/v1/audio-analysis/6IBGmWQdraXoUslIUbN4in,233377,4
57,5zI7YWTwkFuoKmHnpQZphX,Heaven Knows,2020-02-14,Rick Price,1GE5vxN9NMPaBrD4axoD2e,Heaven Knows,Rick Price,2020-02-14,0.395,0.412,0,-8.766,1,0.0271,0.826,6.56e-06,0.127,0.34,77.989,audio_features,1GE5vxN9NMPaBrD4axoD2e,spotify:track:1GE5vxN9NMPaBrD4axoD2e,https://api.spotify.com/v1/tracks/1GE5vxN9NMPaBrD4axoD2e,https://api.spotify.com/v1/audio-analysis/1GE5vxN9NMPaBrD4axoD2e,267989,4
58,6K7DJdaeHTRFiQRANEAshu,Miss Kita Kung Christmas,2019-12-20,Morissette,49DVVMlMFlBqUfvH8B7PMN,Miss Kita Kung Christmas,Morissette,2019-12-20,0.472,0.53,9,-9.011,1,0.0596,0.513,2.24e-05,0.266,0.315,115.033,audio_features,49DVVMlMFlBqUfvH8B7PMN,spotify:track:49DVVMlMFlBqUfvH8B7PMN,https://api.spotify.com/v1/tracks/49DVVMlMFlBqUfvH8B7PMN,https://api.spotify.com/v1/audio-analysis/49DVVMlMFlBqUfvH8B7PMN,237913,4
59,4MKrpzNRaNRbzOZnDe7BXg,This is Christmas,2019-11-08,Ben Adams,2WmfyZlaYnQMDKZnai4Iqc,This is Christmas,Ben Adams,2019-11-08,0.564,0.731,4,-7.781,0,0.0574,0.0537,0.0,0.224,0.702,159.956,audio_features,2WmfyZlaYnQMDKZnai4Iqc,spotify:track:2WmfyZlaYnQMDKZnai4Iqc,https://api.spotify.com/v1/tracks/2WmfyZlaYnQMDKZnai4Iqc,https://api.spotify.com/v1/audio-analysis/2WmfyZlaYnQMDKZnai4Iqc,195187,4
0,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,65QGVjM3h9MRJkQGcjFEft,Sa Iyo - Live,Sarah Geronimo,2021-03-28,0.667,0.639,2,-9.207,1,0.0272,0.26,0.0,0.456,0.686,113.996,audio_features,65QGVjM3h9MRJkQGcjFEft,spotify:track:65QGVjM3h9MRJkQGcjFEft,https://api.spotify.com/v1/tracks/65QGVjM3h9MRJkQGcjFEft,https://api.spotify.com/v1/audio-analysis/65QGVjM3h9MRJkQGcjFEft,211078,4
1,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,6E07IvOwQnXia3NQ4yVS2i,Kilometro - Live,Sarah Geronimo,2021-03-28,0.662,0.811,3,-4.098,0,0.116,0.0733,0.00363,0.136,0.499,85.027,audio_features,6E07IvOwQnXia3NQ4yVS2i,spotify:track:6E07IvOwQnXia3NQ4yVS2i,https://api.spotify.com/v1/tracks/6E07IvOwQnXia3NQ4yVS2i,https://api.spotify.com/v1/audio-analysis/6E07IvOwQnXia3NQ4yVS2i,279195,4
2,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,6u3KSwSZVQ9yxfSAd0NVde,Dulo - Live,Sarah Geronimo,2021-03-28,0.373,0.395,4,-10.841,1,0.0488,0.453,0.0,0.343,0.246,175.843,audio_features,6u3KSwSZVQ9yxfSAd0NVde,spotify:track:6u3KSwSZVQ9yxfSAd0NVde,https://api.spotify.com/v1/tracks/6u3KSwSZVQ9yxfSAd0NVde,https://api.spotify.com/v1/audio-analysis/6u3KSwSZVQ9yxfSAd0NVde,215482,4
3,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,1nl2eMDBKW7vET7zqPZbyd,Duyan - Live,Sarah Geronimo,2021-03-28,0.437,0.307,7,-11.303,0,0.0806,0.715,0.0,0.118,0.394,168.111,audio_features,1nl2eMDBKW7vET7zqPZbyd,spotify:track:1nl2eMDBKW7vET7zqPZbyd,https://api.spotify.com/v1/tracks/1nl2eMDBKW7vET7zqPZbyd,https://api.spotify.com/v1/audio-analysis/1nl2eMDBKW7vET7zqPZbyd,238638,3
4,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,29Qd0RsXWHiKhzZQvHRjny,Misteryo - Live,Sarah Geronimo,2021-03-28,0.503,0.298,0,-7.528,0,0.0311,0.88,1.42e-06,0.134,0.297,143.858,audio_features,29Qd0RsXWHiKhzZQvHRjny,spotify:track:29Qd0RsXWHiKhzZQvHRjny,https://api.spotify.com/v1/tracks/29Qd0RsXWHiKhzZQvHRjny,https://api.spotify.com/v1/audio-analysis/29Qd0RsXWHiKhzZQvHRjny,248348,4
5,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,7c12UlvtmiZXrgFBuDaqRm,Your Universe - Live,Sarah Geronimo,2021-03-28,0.614,0.426,9,-12.334,1,0.0531,0.403,0.00383,0.0871,0.386,170.055,audio_features,7c12UlvtmiZXrgFBuDaqRm,spotify:track:7c12UlvtmiZXrgFBuDaqRm,https://api.spotify.com/v1/tracks/7c12UlvtmiZXrgFBuDaqRm,https://api.spotify.com/v1/audio-analysis/7c12UlvtmiZXrgFBuDaqRm,238572,4
6,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,1MKAZBhj5oytI1WTuZgjdV,Ganito - Live,Sarah Geronimo,2021-03-28,0.278,0.293,5,-11.485,1,0.0336,0.653,0.0,0.0901,0.209,79.749,audio_features,1MKAZBhj5oytI1WTuZgjdV,spotify:track:1MKAZBhj5oytI1WTuZgjdV,https://api.spotify.com/v1/tracks/1MKAZBhj5oytI1WTuZgjdV,https://api.spotify.com/v1/audio-analysis/1MKAZBhj5oytI1WTuZgjdV,277043,3
7,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,6J42aUuhBp5E0kPCTd741r,The Great Unknown - Live,Sarah Geronimo,2021-03-28,0.461,0.204,1,-9.68,1,0.0305,0.704,0.0,0.105,0.0788,121.672,audio_features,6J42aUuhBp5E0kPCTd741r,spotify:track:6J42aUuhBp5E0kPCTd741r,https://api.spotify.com/v1/tracks/6J42aUuhBp5E0kPCTd741r,https://api.spotify.com/v1/audio-analysis/6J42aUuhBp5E0kPCTd741r,342609,4
8,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,7APyUSB2s2VB5fKWZfdaw0,Tagu-Taguan - Live,Sarah Geronimo,2021-03-28,0.639,0.427,7,-11.07,1,0.109,0.71,3.73e-06,0.113,0.247,89.961,audio_features,7APyUSB2s2VB5fKWZfdaw0,spotify:track:7APyUSB2s2VB5fKWZfdaw0,https://api.spotify.com/v1/tracks/7APyUSB2s2VB5fKWZfdaw0,https://api.spotify.com/v1/audio-analysis/7APyUSB2s2VB5fKWZfdaw0,261528,4
9,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,2qCQcHpQJewQ0a4IBh3ahn,Ikot-Ikot - Live,Sarah Geronimo,2021-03-28,0.601,0.518,8,-7.619,1,0.0352,0.288,5.73e-06,0.0966,0.293,143.858,audio_features,2qCQcHpQJewQ0a4IBh3ahn,spotify:track:2qCQcHpQJewQ0a4IBh3ahn,https://api.spotify.com/v1/tracks/2qCQcHpQJewQ0a4IBh3ahn,https://api.spotify.com/v1/audio-analysis/2qCQcHpQJewQ0a4IBh3ahn,235435,4
10,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,631OwAU1k8S2gI2y981dgR,Isa Pang Araw - Live,Sarah Geronimo,2021-03-28,0.553,0.494,4,-9.772,0,0.0567,0.687,0.0,0.193,0.338,142.073,audio_features,631OwAU1k8S2gI2y981dgR,spotify:track:631OwAU1k8S2gI2y981dgR,https://api.spotify.com/v1/tracks/631OwAU1k8S2gI2y981dgR,https://api.spotify.com/v1/audio-analysis/631OwAU1k8S2gI2y981dgR,219786,4
11,2llKDRAV8NAkGnKcSGi2ls,Tala: The Film Concert (Live),2021-03-28,Sarah Geronimo,21ZvvZXuNrgnfMt1DC5EpI,Tala - Live,Sarah Geronimo,2021-03-28,0.466,0.814,8,-3.481,1,0.116,0.00163,0.0143,0.111,0.176,100.034,audio_features,21ZvvZXuNrgnfMt1DC5EpI,spotify:track:21ZvvZXuNrgnfMt1DC5EpI,https://api.spotify.com/v1/tracks/21ZvvZXuNrgnfMt1DC5EpI,https://api.spotify.com/v1/audio-analysis/21ZvvZXuNrgnfMt1DC5EpI,383923,4
12,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,1zgfhyupoZ3GOm1oJpxHJR,Ganito,Sarah Geronimo,2018-04-13,0.311,0.398,5,-7.88,1,0.0292,0.314,0.0,0.0975,0.192,78.819,audio_features,1zgfhyupoZ3GOm1oJpxHJR,spotify:track:1zgfhyupoZ3GOm1oJpxHJR,https://api.spotify.com/v1/tracks/1zgfhyupoZ3GOm1oJpxHJR,https://api.spotify.com/v1/audio-analysis/1zgfhyupoZ3GOm1oJpxHJR,276307,3
13,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,3N8M0xKax2lVg2HwwvJjlh,Sandata,Sarah Geronimo,2018-04-13,0.47,0.824,6,-6.416,0,0.0297,0.261,0.739,0.158,0.417,167.968,audio_features,3N8M0xKax2lVg2HwwvJjlh,spotify:track:3N8M0xKax2lVg2HwwvJjlh,https://api.spotify.com/v1/tracks/3N8M0xKax2lVg2HwwvJjlh,https://api.spotify.com/v1/audio-analysis/3N8M0xKax2lVg2HwwvJjlh,217680,4
14,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,2aPfwzShx2XzmGV66ttrbI,Baka Sakali,Sarah Geronimo,2018-04-13,0.381,0.72,5,-4.843,1,0.0896,0.425,2.32e-05,0.287,0.646,89.991,audio_features,2aPfwzShx2XzmGV66ttrbI,spotify:track:2aPfwzShx2XzmGV66ttrbI,https://api.spotify.com/v1/tracks/2aPfwzShx2XzmGV66ttrbI,https://api.spotify.com/v1/audio-analysis/2aPfwzShx2XzmGV66ttrbI,227733,4
15,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,3HKx3dAObIoMYXQI0hR7tg,Interlude,Sarah Geronimo,2018-04-13,0.311,0.186,6,-14.248,0,0.0347,0.96,4.4e-06,0.119,0.109,66.268,audio_features,3HKx3dAObIoMYXQI0hR7tg,spotify:track:3HKx3dAObIoMYXQI0hR7tg,https://api.spotify.com/v1/tracks/3HKx3dAObIoMYXQI0hR7tg,https://api.spotify.com/v1/audio-analysis/3HKx3dAObIoMYXQI0hR7tg,63120,4
16,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,7B19FlQDwl1wYLuNvkrUMc,My Love,Sarah Geronimo,2018-04-13,0.411,0.486,9,-8.501,1,0.0445,0.682,0.0,0.25,0.326,76.889,audio_features,7B19FlQDwl1wYLuNvkrUMc,spotify:track:7B19FlQDwl1wYLuNvkrUMc,https://api.spotify.com/v1/tracks/7B19FlQDwl1wYLuNvkrUMc,https://api.spotify.com/v1/audio-analysis/7B19FlQDwl1wYLuNvkrUMc,252280,4
17,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,0zX80L0hWALs7VJLQpCVG2,Tagu-Taguan,Sarah Geronimo,2018-04-13,0.736,0.504,4,-7.172,0,0.0474,0.642,0.00438,0.111,0.257,89.991,audio_features,0zX80L0hWALs7VJLQpCVG2,spotify:track:0zX80L0hWALs7VJLQpCVG2,https://api.spotify.com/v1/tracks/0zX80L0hWALs7VJLQpCVG2,https://api.spotify.com/v1/audio-analysis/0zX80L0hWALs7VJLQpCVG2,248493,4
18,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,6kTlx2d7t95smEfPGwalKq,Hingang Malalim,Sarah Geronimo,2018-04-13,0.31,0.381,2,-8.565,1,0.0318,0.961,0.00239,0.133,0.275,89.761,audio_features,6kTlx2d7t95smEfPGwalKq,spotify:track:6kTlx2d7t95smEfPGwalKq,https://api.spotify.com/v1/tracks/6kTlx2d7t95smEfPGwalKq,https://api.spotify.com/v1/audio-analysis/6kTlx2d7t95smEfPGwalKq,303133,5
19,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,6jcaMepbIb6feaW1huiScm,Duyan,Sarah Geronimo,2018-04-13,0.537,0.575,5,-4.184,1,0.0462,0.512,0.0,0.204,0.672,172.054,audio_features,6jcaMepbIb6feaW1huiScm,spotify:track:6jcaMepbIb6feaW1huiScm,https://api.spotify.com/v1/tracks/6jcaMepbIb6feaW1huiScm,https://api.spotify.com/v1/audio-analysis/6jcaMepbIb6feaW1huiScm,262387,3
20,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,4ZUTzH263HJffxVYjPjx97,Feels Good,Sarah Geronimo,2018-04-13,0.457,0.388,4,-9.466,0,0.0355,0.839,0.0,0.0953,0.259,119.245,audio_features,4ZUTzH263HJffxVYjPjx97,spotify:track:4ZUTzH263HJffxVYjPjx97,https://api.spotify.com/v1/tracks/4ZUTzH263HJffxVYjPjx97,https://api.spotify.com/v1/audio-analysis/4ZUTzH263HJffxVYjPjx97,192280,3
21,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,31Vlv55ltPEqYfhgyXovBj,Dahilan,Sarah Geronimo,2018-04-13,0.423,0.644,9,-8.229,0,0.193,0.645,0.000139,0.0977,0.469,78.472,audio_features,31Vlv55ltPEqYfhgyXovBj,spotify:track:31Vlv55ltPEqYfhgyXovBj,https://api.spotify.com/v1/tracks/31Vlv55ltPEqYfhgyXovBj,https://api.spotify.com/v1/audio-analysis/31Vlv55ltPEqYfhgyXovBj,237960,4
22,17cPwu5tm8zltul1NUKxzN,This 15 Me,2018-04-13,Sarah Geronimo,2DoTvPZJyFcCk9WGzcD8Ny,This Gotta Be Love,Sarah Geronimo,2018-04-13,0.477,0.697,0,-6.833,1,0.0459,0.016,0.0,0.105,0.602,77.948,audio_features,2DoTvPZJyFcCk9WGzcD8Ny,spotify:track:2DoTvPZJyFcCk9WGzcD8Ny,https://api.spotify.com/v1/tracks/2DoTvPZJyFcCk9WGzcD8Ny,https://api.spotify.com/v1/audio-analysis/2DoTvPZJyFcCk9WGzcD8Ny,189960,4
23,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,0HHZ34mJZJkrFf4zQn6Y83,Unbroken,Sarah Geronimo,2015,0.461,0.501,2,-8.282,1,0.0321,0.757,0.0,0.0831,0.379,139.649,audio_features,0HHZ34mJZJkrFf4zQn6Y83,spotify:track:0HHZ34mJZJkrFf4zQn6Y83,https://api.spotify.com/v1/tracks/0HHZ34mJZJkrFf4zQn6Y83,https://api.spotify.com/v1/audio-analysis/0HHZ34mJZJkrFf4zQn6Y83,207467,3
24,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,6qM7THRRgLhsZoQaj8xbNw,The Great Unknown,Sarah Geronimo,2015,0.457,0.425,2,-7.23,1,0.0306,0.346,0.0,0.151,0.253,121.583,audio_features,6qM7THRRgLhsZoQaj8xbNw,spotify:track:6qM7THRRgLhsZoQaj8xbNw,https://api.spotify.com/v1/tracks/6qM7THRRgLhsZoQaj8xbNw,https://api.spotify.com/v1/audio-analysis/6qM7THRRgLhsZoQaj8xbNw,341205,4
25,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,3o8f0lFNV3uCZMpnJkXHYP,Baby You're the Reason,Sarah Geronimo,2015,0.572,0.693,6,-8.158,1,0.0349,0.631,0.0,0.109,0.597,86.012,audio_features,3o8f0lFNV3uCZMpnJkXHYP,spotify:track:3o8f0lFNV3uCZMpnJkXHYP,https://api.spotify.com/v1/tracks/3o8f0lFNV3uCZMpnJkXHYP,https://api.spotify.com/v1/audio-analysis/3o8f0lFNV3uCZMpnJkXHYP,212120,4
26,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,4XUCwGSa4knA4ZMonOg3AL,Ako'y Para Lamang Sa 'Yo,Sarah Geronimo,2015,0.541,0.496,1,-5.732,1,0.0269,0.639,0.0,0.0974,0.328,135.75,audio_features,4XUCwGSa4knA4ZMonOg3AL,spotify:track:4XUCwGSa4knA4ZMonOg3AL,https://api.spotify.com/v1/tracks/4XUCwGSa4knA4ZMonOg3AL,https://api.spotify.com/v1/audio-analysis/4XUCwGSa4knA4ZMonOg3AL,286813,3
27,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,36xkCJcR6yl7jquby6Dw1I,Kaibigan Mo,Sarah Geronimo,2015,0.53,0.532,0,-8.434,1,0.0343,0.645,0.0,0.118,0.476,139.902,audio_features,36xkCJcR6yl7jquby6Dw1I,spotify:track:36xkCJcR6yl7jquby6Dw1I,https://api.spotify.com/v1/tracks/36xkCJcR6yl7jquby6Dw1I,https://api.spotify.com/v1/audio-analysis/36xkCJcR6yl7jquby6Dw1I,250133,4
28,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,5xb3WPZcjCJOJZq83JjQmX,Kapit,Sarah Geronimo,2015,0.458,0.213,1,-8.701,1,0.0325,0.893,0.0,0.103,0.418,165.53,audio_features,5xb3WPZcjCJOJZq83JjQmX,spotify:track:5xb3WPZcjCJOJZq83JjQmX,https://api.spotify.com/v1/tracks/5xb3WPZcjCJOJZq83JjQmX,https://api.spotify.com/v1/audio-analysis/5xb3WPZcjCJOJZq83JjQmX,241067,4
29,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,06k4CvNp2uXuB4IyxRJtIh,Only for You,Sarah Geronimo,2015,0.423,0.141,1,-9.516,1,0.0399,0.949,0.0,0.0941,0.488,81.531,audio_features,06k4CvNp2uXuB4IyxRJtIh,spotify:track:06k4CvNp2uXuB4IyxRJtIh,https://api.spotify.com/v1/tracks/06k4CvNp2uXuB4IyxRJtIh,https://api.spotify.com/v1/audio-analysis/06k4CvNp2uXuB4IyxRJtIh,249733,4
30,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,5CuQiBaUI6r95YO7J0dtBe,Sabi Mo Sa Akin,Sarah Geronimo,2015,0.631,0.64,1,-8.668,1,0.0292,0.134,0.0,0.119,0.415,125.996,audio_features,5CuQiBaUI6r95YO7J0dtBe,spotify:track:5CuQiBaUI6r95YO7J0dtBe,https://api.spotify.com/v1/tracks/5CuQiBaUI6r95YO7J0dtBe,https://api.spotify.com/v1/audio-analysis/5CuQiBaUI6r95YO7J0dtBe,242933,4
31,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,6C6F2oA7cmZKqq26FPGl0J,Tala,Sarah Geronimo,2015,0.598,0.794,8,-1.602,1,0.0496,0.623,0.000182,0.0971,0.496,98.003,audio_features,6C6F2oA7cmZKqq26FPGl0J,spotify:track:6C6F2oA7cmZKqq26FPGl0J,https://api.spotify.com/v1/tracks/6C6F2oA7cmZKqq26FPGl0J,https://api.spotify.com/v1/audio-analysis/6C6F2oA7cmZKqq26FPGl0J,245053,4
32,7oZVQrwrQyq7Y3I2m06oeN,The Great Unknown,2015,Sarah Geronimo,2P1KvZcGKtByg7B7jSunAN,Misteryo,Sarah Geronimo,2015,0.579,0.558,4,-5.345,1,0.0424,0.152,1.32e-05,0.119,0.297,149.956,audio_features,2P1KvZcGKtByg7B7jSunAN,spotify:track:2P1KvZcGKtByg7B7jSunAN,https://api.spotify.com/v1/tracks/2P1KvZcGKtByg7B7jSunAN,https://api.spotify.com/v1/audio-analysis/2P1KvZcGKtByg7B7jSunAN,237840,4
33,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,2kD59t0TZD3RCAfAKvmaIP,Perfectly Imperfect,Sarah Geronimo,2014,0.816,0.809,4,-5.414,0,0.0382,0.0411,0.0188,0.0473,0.965,106.002,audio_features,2kD59t0TZD3RCAfAKvmaIP,spotify:track:2kD59t0TZD3RCAfAKvmaIP,https://api.spotify.com/v1/tracks/2kD59t0TZD3RCAfAKvmaIP,https://api.spotify.com/v1/audio-analysis/2kD59t0TZD3RCAfAKvmaIP,215187,4
34,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,43SdY9HwfEc86vpWHP4Xor,Kilometro,Sarah Geronimo,2014,0.54,0.827,3,-4.958,0,0.123,0.276,1.35e-05,0.219,0.739,84.889,audio_features,43SdY9HwfEc86vpWHP4Xor,spotify:track:43SdY9HwfEc86vpWHP4Xor,https://api.spotify.com/v1/tracks/43SdY9HwfEc86vpWHP4Xor,https://api.spotify.com/v1/audio-analysis/43SdY9HwfEc86vpWHP4Xor,191213,4
35,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,486w5pleOQvkLbx3mzowim,Minamahal,Sarah Geronimo,2014,0.605,0.638,7,-4.3,1,0.0331,0.468,0.000312,0.308,0.225,127.012,audio_features,486w5pleOQvkLbx3mzowim,spotify:track:486w5pleOQvkLbx3mzowim,https://api.spotify.com/v1/tracks/486w5pleOQvkLbx3mzowim,https://api.spotify.com/v1/audio-analysis/486w5pleOQvkLbx3mzowim,232707,3
36,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,44Y5vPZOUoYRmhw9RsphSC,Until Forever,Sarah Geronimo,2014,0.524,0.323,2,-9.211,1,0.0338,0.855,1.39e-05,0.0855,0.274,119.739,audio_features,44Y5vPZOUoYRmhw9RsphSC,spotify:track:44Y5vPZOUoYRmhw9RsphSC,https://api.spotify.com/v1/tracks/44Y5vPZOUoYRmhw9RsphSC,https://api.spotify.com/v1/audio-analysis/44Y5vPZOUoYRmhw9RsphSC,223560,4
37,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,4nwGM6TL4Q0NRjwXgkq9lN,This Fight,Sarah Geronimo,2014,0.429,0.324,10,-9.752,1,0.0287,0.826,0.0,0.105,0.241,143.574,audio_features,4nwGM6TL4Q0NRjwXgkq9lN,spotify:track:4nwGM6TL4Q0NRjwXgkq9lN,https://api.spotify.com/v1/tracks/4nwGM6TL4Q0NRjwXgkq9lN,https://api.spotify.com/v1/audio-analysis/4nwGM6TL4Q0NRjwXgkq9lN,270627,4
38,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,7dL0WXUartT9JgXBbSEDzZ,Bulletproof,Sarah Geronimo,2014,0.572,0.386,1,-6.954,1,0.0409,0.429,0.0,0.0733,0.275,152.148,audio_features,7dL0WXUartT9JgXBbSEDzZ,spotify:track:7dL0WXUartT9JgXBbSEDzZ,https://api.spotify.com/v1/tracks/7dL0WXUartT9JgXBbSEDzZ,https://api.spotify.com/v1/audio-analysis/7dL0WXUartT9JgXBbSEDzZ,221813,4
