,album_id,album_name,release_date_x,artist_name_x,track_id,track_name,artist_name_y,release_date_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
39,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,2mJsB64VXRFfZPrQXjT7N5,Dulo,Sarah Geronimo,2014,0.574,0.753,1,-6.268,0,0.0614,0.337,0.00237,0.111,0.453,92.938,audio_features,2mJsB64VXRFfZPrQXjT7N5,spotify:track:2mJsB64VXRFfZPrQXjT7N5,https://api.spotify.com/v1/tracks/2mJsB64VXRFfZPrQXjT7N5,https://api.spotify.com/v1/audio-analysis/2mJsB64VXRFfZPrQXjT7N5,203547,4
40,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,1mhD9ZyNx8KXalyx7CUvL6,Bangon,Sarah Geronimo,2014,0.585,0.848,4,-4.562,1,0.0921,0.42,1.14e-05,0.506,0.814,168.01,audio_features,1mhD9ZyNx8KXalyx7CUvL6,spotify:track:1mhD9ZyNx8KXalyx7CUvL6,https://api.spotify.com/v1/tracks/1mhD9ZyNx8KXalyx7CUvL6,https://api.spotify.com/v1/audio-analysis/1mhD9ZyNx8KXalyx7CUvL6,247720,4
41,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,27jGHZl2M2gpC16l9DWWlZ,Kung Sabagay,Sarah Geronimo,2014,0.383,0.248,7,-10.063,1,0.0359,0.955,8.27e-05,0.137,0.371,143.305,audio_features,27jGHZl2M2gpC16l9DWWlZ,spotify:track:27jGHZl2M2gpC16l9DWWlZ,https://api.spotify.com/v1/tracks/27jGHZl2M2gpC16l9DWWlZ,https://api.spotify.com/v1/audio-analysis/27jGHZl2M2gpC16l9DWWlZ,242293,3
42,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,0ZL1z8uTW1A16MXyYJtZx7,In Your Hands,Sarah Geronimo,2014,0.485,0.452,5,-8.619,1,0.0343,0.73,0.0,0.129,0.197,135.512,audio_features,0ZL1z8uTW1A16MXyYJtZx7,spotify:track:0ZL1z8uTW1A16MXyYJtZx7,https://api.spotify.com/v1/tracks/0ZL1z8uTW1A16MXyYJtZx7,https://api.spotify.com/v1/audio-analysis/0ZL1z8uTW1A16MXyYJtZx7,224280,4
43,6Y2ZjMM4LkF8fHElhyxIo0,Perfectly Imperfect,2014,Sarah Geronimo,4UNyKq7qqJFA4BiKrHn88o,Last Night Of Our Lives,Sarah Geronimo,2014,0.753,0.673,8,-6.624,1,0.0651,0.176,0.0,0.113,0.798,126.01,audio_features,4UNyKq7qqJFA4BiKrHn88o,spotify:track:4UNyKq7qqJFA4BiKrHn88o,https://api.spotify.com/v1/tracks/4UNyKq7qqJFA4BiKrHn88o,https://api.spotify.com/v1/audio-analysis/4UNyKq7qqJFA4BiKrHn88o,211667,4
44,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,2ODIyjl0lq1YsSi62DDMOK,Again,Sarah Geronimo,2013-07-22,0.59,0.492,6,-5.512,1,0.0277,0.496,0.0,0.155,0.213,133.997,audio_features,2ODIyjl0lq1YsSi62DDMOK,spotify:track:2ODIyjl0lq1YsSi62DDMOK,https://api.spotify.com/v1/tracks/2ODIyjl0lq1YsSi62DDMOK,https://api.spotify.com/v1/audio-analysis/2ODIyjl0lq1YsSi62DDMOK,261373,4
45,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,7IBjI7zHDnbjrHZWJCLint,Pati Ang Pangarap KO,Sarah Geronimo,2013-07-22,0.594,0.43,6,-6.909,0,0.0237,0.533,0.0,0.113,0.214,94.985,audio_features,7IBjI7zHDnbjrHZWJCLint,spotify:track:7IBjI7zHDnbjrHZWJCLint,https://api.spotify.com/v1/tracks/7IBjI7zHDnbjrHZWJCLint,https://api.spotify.com/v1/audio-analysis/7IBjI7zHDnbjrHZWJCLint,267693,4
46,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,1a3SgXcqUvkDMepgRaSJbf,Ikot-Ikot,Sarah Geronimo,2013-07-22,0.682,0.589,8,-6.525,1,0.0346,0.414,1.53e-05,0.137,0.369,143.95,audio_features,1a3SgXcqUvkDMepgRaSJbf,spotify:track:1a3SgXcqUvkDMepgRaSJbf,https://api.spotify.com/v1/tracks/1a3SgXcqUvkDMepgRaSJbf,https://api.spotify.com/v1/audio-analysis/1a3SgXcqUvkDMepgRaSJbf,232507,4
47,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,2ivCYlRpmlRbS71ZXzfJbz,Tayo,Sarah Geronimo,2013-07-22,0.708,0.921,7,-6.01,1,0.0517,0.253,0.0,0.251,0.922,127.974,audio_features,2ivCYlRpmlRbS71ZXzfJbz,spotify:track:2ivCYlRpmlRbS71ZXzfJbz,https://api.spotify.com/v1/tracks/2ivCYlRpmlRbS71ZXzfJbz,https://api.spotify.com/v1/audio-analysis/2ivCYlRpmlRbS71ZXzfJbz,213547,4
48,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,0yFxqqag6ypS1E334NZxi3,Maaari Ba,Sarah Geronimo,2013-07-22,0.587,0.402,0,-6.593,1,0.0295,0.532,8.72e-06,0.1,0.256,119.86,audio_features,0yFxqqag6ypS1E334NZxi3,spotify:track:0yFxqqag6ypS1E334NZxi3,https://api.spotify.com/v1/tracks/0yFxqqag6ypS1E334NZxi3,https://api.spotify.com/v1/audio-analysis/0yFxqqag6ypS1E334NZxi3,213973,4
49,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,1fQ2k862Xl0MWopNVedlPz,Eyes on Fire,Sarah Geronimo,2013-07-22,0.426,0.219,0,-10.409,1,0.0333,0.828,0.000783,0.0957,0.189,128.458,audio_features,1fQ2k862Xl0MWopNVedlPz,spotify:track:1fQ2k862Xl0MWopNVedlPz,https://api.spotify.com/v1/tracks/1fQ2k862Xl0MWopNVedlPz,https://api.spotify.com/v1/audio-analysis/1fQ2k862Xl0MWopNVedlPz,250307,4
50,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,2roLMAqnEA1DiCzXlYBPlY,Sweetest Mistake,Sarah Geronimo,2013-07-22,0.445,0.248,3,-10.213,1,0.0293,0.868,0.0,0.103,0.091,109.833,audio_features,2roLMAqnEA1DiCzXlYBPlY,spotify:track:2roLMAqnEA1DiCzXlYBPlY,https://api.spotify.com/v1/tracks/2roLMAqnEA1DiCzXlYBPlY,https://api.spotify.com/v1/audio-analysis/2roLMAqnEA1DiCzXlYBPlY,316947,3
51,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,3b8W8hlv3MFQ1l4sDqnL2N,Mama,Sarah Geronimo,2013-07-22,0.57,0.364,11,-6.472,1,0.133,0.56,1.86e-06,0.0981,0.455,181.936,audio_features,3b8W8hlv3MFQ1l4sDqnL2N,spotify:track:3b8W8hlv3MFQ1l4sDqnL2N,https://api.spotify.com/v1/tracks/3b8W8hlv3MFQ1l4sDqnL2N,https://api.spotify.com/v1/audio-analysis/3b8W8hlv3MFQ1l4sDqnL2N,233920,4
52,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,4JhsnxhNqmRiwaQxSDeRpT,You've Got a Friend,Sarah Geronimo,2013-07-22,0.653,0.51,11,-11.067,0,0.0309,0.334,1.06e-06,0.0991,0.249,92.023,audio_features,4JhsnxhNqmRiwaQxSDeRpT,spotify:track:4JhsnxhNqmRiwaQxSDeRpT,https://api.spotify.com/v1/tracks/4JhsnxhNqmRiwaQxSDeRpT,https://api.spotify.com/v1/audio-analysis/4JhsnxhNqmRiwaQxSDeRpT,293893,4
53,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,1FWjtN8jJxDbLVnI7u9uRl,Make Me Yours,Sarah Geronimo,2013-07-22,0.485,0.403,6,-7.103,1,0.0293,0.801,3.17e-06,0.165,0.334,139.662,audio_features,1FWjtN8jJxDbLVnI7u9uRl,spotify:track:1FWjtN8jJxDbLVnI7u9uRl,https://api.spotify.com/v1/tracks/1FWjtN8jJxDbLVnI7u9uRl,https://api.spotify.com/v1/audio-analysis/1FWjtN8jJxDbLVnI7u9uRl,238680,4
54,7pZrk5iAAlu7eOvkEZk01b,Expressions,2013-07-22,Sarah Geronimo,7A7Qu3sEDoDImEgmB7IqbP,It Takes a Man and a Woman,Sarah Geronimo,2013-07-22,0.452,0.465,0,-8.314,1,0.0484,0.688,0.0,0.122,0.0662,88.585,audio_features,7A7Qu3sEDoDImEgmB7IqbP,spotify:track:7A7Qu3sEDoDImEgmB7IqbP,https://api.spotify.com/v1/tracks/7A7Qu3sEDoDImEgmB7IqbP,https://api.spotify.com/v1/audio-analysis/7A7Qu3sEDoDImEgmB7IqbP,229307,1
55,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,7faY82HXhtj1BD1Xlr9t27,Dadalhin,Regine Velasquez,2013,0.363,0.378,5,-8.954,1,0.028,0.599,6.22e-06,0.137,0.172,147.162,audio_features,7faY82HXhtj1BD1Xlr9t27,spotify:track:7faY82HXhtj1BD1Xlr9t27,https://api.spotify.com/v1/tracks/7faY82HXhtj1BD1Xlr9t27,https://api.spotify.com/v1/audio-analysis/7faY82HXhtj1BD1Xlr9t27,298347,4
56,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,1EZ00dONmNA3xWAj6RtTgC,Kailangan Ko'Y Ikaw,Regine Velasquez,2013,0.405,0.204,0,-10.805,1,0.0316,0.738,0.000634,0.118,0.134,90.658,audio_features,1EZ00dONmNA3xWAj6RtTgC,spotify:track:1EZ00dONmNA3xWAj6RtTgC,https://api.spotify.com/v1/tracks/1EZ00dONmNA3xWAj6RtTgC,https://api.spotify.com/v1/audio-analysis/1EZ00dONmNA3xWAj6RtTgC,203773,4
57,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,3XJJLkVdKqFyTnDUEnqsc7,Kastilyong Buhangin,Regine Velasquez,2013,0.361,0.421,0,-8.638,1,0.0317,0.756,2.09e-06,0.0913,0.229,130.948,audio_features,3XJJLkVdKqFyTnDUEnqsc7,spotify:track:3XJJLkVdKqFyTnDUEnqsc7,https://api.spotify.com/v1/tracks/3XJJLkVdKqFyTnDUEnqsc7,https://api.spotify.com/v1/audio-analysis/3XJJLkVdKqFyTnDUEnqsc7,237000,4
58,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,3TXZxIw8NLTfiT0KcTY6f0,Kailan,Regine Velasquez,2013,0.16,0.294,2,-11.926,1,0.0332,0.91,0.025,0.26,0.0749,77.61,audio_features,3TXZxIw8NLTfiT0KcTY6f0,spotify:track:3TXZxIw8NLTfiT0KcTY6f0,https://api.spotify.com/v1/tracks/3TXZxIw8NLTfiT0KcTY6f0,https://api.spotify.com/v1/audio-analysis/3TXZxIw8NLTfiT0KcTY6f0,302613,4
59,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,3XhX4Gphk4ChqzF4K0u3Vj,Maghihintay Ako Sa 'Yo,Regine Velasquez,2013,0.511,0.342,7,-9.807,1,0.0271,0.81,5.68e-05,0.144,0.0525,77.925,audio_features,3XhX4Gphk4ChqzF4K0u3Vj,spotify:track:3XhX4Gphk4ChqzF4K0u3Vj,https://api.spotify.com/v1/tracks/3XhX4Gphk4ChqzF4K0u3Vj,https://api.spotify.com/v1/audio-analysis/3XhX4Gphk4ChqzF4K0u3Vj,234840,4
60,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,6X3M63Bz4KK8t4sUO5VZNV,Never Ever Say Goodbye,Regine Velasquez,2013,0.278,0.217,7,-9.459,1,0.0399,0.962,0.0104,0.0849,0.105,86.211,audio_features,6X3M63Bz4KK8t4sUO5VZNV,spotify:track:6X3M63Bz4KK8t4sUO5VZNV,https://api.spotify.com/v1/tracks/6X3M63Bz4KK8t4sUO5VZNV,https://api.spotify.com/v1/audio-analysis/6X3M63Bz4KK8t4sUO5VZNV,289707,3
61,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,60UA3lJb1MNx99I0DwpMRT,Sino Nga Ba Siya,Sarah Geronimo,2013,0.638,0.401,5,-7.445,1,0.0321,0.799,0.0,0.0802,0.253,119.981,audio_features,60UA3lJb1MNx99I0DwpMRT,spotify:track:60UA3lJb1MNx99I0DwpMRT,https://api.spotify.com/v1/tracks/60UA3lJb1MNx99I0DwpMRT,https://api.spotify.com/v1/audio-analysis/60UA3lJb1MNx99I0DwpMRT,226280,4
62,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,2pHG7D4VXctYZ5qnPniInV,Hanggang Sa Dulo Ng Walang Hanggan,Sarah Geronimo,2013,0.164,0.285,2,-9.372,1,0.0342,0.886,0.000742,0.0637,0.11,78.761,audio_features,2pHG7D4VXctYZ5qnPniInV,spotify:track:2pHG7D4VXctYZ5qnPniInV,https://api.spotify.com/v1/tracks/2pHG7D4VXctYZ5qnPniInV,https://api.spotify.com/v1/audio-analysis/2pHG7D4VXctYZ5qnPniInV,236533,4
63,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,4KsZYz631saSPUuAdPFzKL,Sa Isip ko,Sarah Geronimo,2013,0.535,0.34,9,-9.974,1,0.0278,0.812,0.000507,0.261,0.353,147.881,audio_features,4KsZYz631saSPUuAdPFzKL,spotify:track:4KsZYz631saSPUuAdPFzKL,https://api.spotify.com/v1/tracks/4KsZYz631saSPUuAdPFzKL,https://api.spotify.com/v1/audio-analysis/4KsZYz631saSPUuAdPFzKL,228147,4
64,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,13N7zPtRdVzeXGA1QLcqIL,Ikaw Ang Aking Pangarap,Sarah Geronimo,2013,0.292,0.249,3,-8.138,1,0.0348,0.82,8.43e-06,0.161,0.16,145.337,audio_features,13N7zPtRdVzeXGA1QLcqIL,spotify:track:13N7zPtRdVzeXGA1QLcqIL,https://api.spotify.com/v1/tracks/13N7zPtRdVzeXGA1QLcqIL,https://api.spotify.com/v1/audio-analysis/13N7zPtRdVzeXGA1QLcqIL,280213,4
65,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,0o3J7PMvnB5bF6OYCQOWiC,Malayo Pa Ang Umaga,Sarah Geronimo,2013,0.318,0.318,10,-10.712,0,0.0317,0.843,0.000199,0.37,0.09,128.184,audio_features,0o3J7PMvnB5bF6OYCQOWiC,spotify:track:0o3J7PMvnB5bF6OYCQOWiC,https://api.spotify.com/v1/tracks/0o3J7PMvnB5bF6OYCQOWiC,https://api.spotify.com/v1/audio-analysis/0o3J7PMvnB5bF6OYCQOWiC,228027,4
66,2PSnI87oSGSZV2J0t7dXJi,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2013,Regine Velasquez,6CJJpixr71gDBvQhCwcROs,Ikaw,Sarah Geronimo,2013,0.633,0.448,0,-10.439,1,0.0273,0.0175,0.0,0.203,0.417,108.01,audio_features,6CJJpixr71gDBvQhCwcROs,spotify:track:6CJJpixr71gDBvQhCwcROs,https://api.spotify.com/v1/tracks/6CJJpixr71gDBvQhCwcROs,https://api.spotify.com/v1/audio-analysis/6CJJpixr71gDBvQhCwcROs,293907,4
67,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,0ej7APrZRFO1s3dZ8nCRrB,Ako'Y Maghihintay,Sarah Geronimo,2012-03-13,0.453,0.523,9,-7.275,1,0.0272,0.239,0.0,0.342,0.29,72.97,audio_features,0ej7APrZRFO1s3dZ8nCRrB,spotify:track:0ej7APrZRFO1s3dZ8nCRrB,https://api.spotify.com/v1/tracks/0ej7APrZRFO1s3dZ8nCRrB,https://api.spotify.com/v1/audio-analysis/0ej7APrZRFO1s3dZ8nCRrB,237067,4
68,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,4j9w1EEsdbM7PQ6vZJlSrs,Sa Iyo,Sarah Geronimo,2012-03-13,0.652,0.678,2,-7.452,1,0.0319,0.0198,0.0,0.132,0.378,113.938,audio_features,4j9w1EEsdbM7PQ6vZJlSrs,spotify:track:4j9w1EEsdbM7PQ6vZJlSrs,https://api.spotify.com/v1/tracks/4j9w1EEsdbM7PQ6vZJlSrs,https://api.spotify.com/v1/audio-analysis/4j9w1EEsdbM7PQ6vZJlSrs,218293,4
69,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,7eylTxWGx8okmnKzirgHDP,Be My Lady,Mark Bautista,2012-03-13,0.261,0.571,1,-7.141,0,0.0334,0.435,0.0,0.178,0.112,75.435,audio_features,7eylTxWGx8okmnKzirgHDP,spotify:track:7eylTxWGx8okmnKzirgHDP,https://api.spotify.com/v1/tracks/7eylTxWGx8okmnKzirgHDP,https://api.spotify.com/v1/audio-analysis/7eylTxWGx8okmnKzirgHDP,217173,4
70,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,4pT1F1r4ziqa6gT3Grm5MB,Forever'S Not Enough,Sarah Geronimo,2012-03-13,0.422,0.378,2,-7.328,1,0.0276,0.731,0.0,0.164,0.151,142.651,audio_features,4pT1F1r4ziqa6gT3Grm5MB,spotify:track:4pT1F1r4ziqa6gT3Grm5MB,https://api.spotify.com/v1/tracks/4pT1F1r4ziqa6gT3Grm5MB,https://api.spotify.com/v1/audio-analysis/4pT1F1r4ziqa6gT3Grm5MB,267733,4
71,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,5FAw2CuMVXtcfCLQ8E63uL,How Did You Know,Mark Bautista,2012-03-13,0.372,0.266,4,-10.097,0,0.0297,0.655,0.0,0.143,0.105,80.136,audio_features,5FAw2CuMVXtcfCLQ8E63uL,spotify:track:5FAw2CuMVXtcfCLQ8E63uL,https://api.spotify.com/v1/tracks/5FAw2CuMVXtcfCLQ8E63uL,https://api.spotify.com/v1/audio-analysis/5FAw2CuMVXtcfCLQ8E63uL,238400,4
72,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,5qoQlZ5GUi3qRMedMYTqbY,Paano Kita Mapasasalamatan,Sarah Geronimo,2012-03-13,0.303,0.227,11,-8.36,1,0.0309,0.927,9.77e-06,0.091,0.105,78.478,audio_features,5qoQlZ5GUi3qRMedMYTqbY,spotify:track:5qoQlZ5GUi3qRMedMYTqbY,https://api.spotify.com/v1/tracks/5qoQlZ5GUi3qRMedMYTqbY,https://api.spotify.com/v1/audio-analysis/5qoQlZ5GUi3qRMedMYTqbY,256333,4
73,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,4qhguPwlGs7Ak0THQuEoUw,Kahit May Mahal Ka Nang Iba,Mark Bautista,2012-03-13,0.524,0.567,8,-7.055,1,0.0328,0.431,2e-05,0.0702,0.412,171.901,audio_features,4qhguPwlGs7Ak0THQuEoUw,spotify:track:4qhguPwlGs7Ak0THQuEoUw,https://api.spotify.com/v1/tracks/4qhguPwlGs7Ak0THQuEoUw,https://api.spotify.com/v1/audio-analysis/4qhguPwlGs7Ak0THQuEoUw,291133,4
74,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,53DrE0T6gEHx3ZqTsWtPXs,Dahil Minahal Mo Ako,Sarah Geronimo,2012-03-13,0.532,0.518,10,-7.524,0,0.0285,0.581,0.0,0.252,0.256,134.953,audio_features,53DrE0T6gEHx3ZqTsWtPXs,spotify:track:53DrE0T6gEHx3ZqTsWtPXs,https://api.spotify.com/v1/tracks/53DrE0T6gEHx3ZqTsWtPXs,https://api.spotify.com/v1/audio-analysis/53DrE0T6gEHx3ZqTsWtPXs,253587,4
75,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,71wvLeY3BQ1tyElUzMSuCX,Naaalala Ka,Mark Bautista,2012-03-13,0.472,0.323,6,-9.961,1,0.0314,0.797,0.000313,0.207,0.212,125.716,audio_features,71wvLeY3BQ1tyElUzMSuCX,spotify:track:71wvLeY3BQ1tyElUzMSuCX,https://api.spotify.com/v1/tracks/71wvLeY3BQ1tyElUzMSuCX,https://api.spotify.com/v1/audio-analysis/71wvLeY3BQ1tyElUzMSuCX,227040,4
76,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,65d2ex70dZGkXmMsM6NQPT,Ikaw Ang Aking Pangarap,Sarah Geronimo,2012-03-13,0.337,0.261,3,-7.62,1,0.0353,0.834,1.05e-05,0.105,0.146,74.446,audio_features,65d2ex70dZGkXmMsM6NQPT,spotify:track:65d2ex70dZGkXmMsM6NQPT,https://api.spotify.com/v1/tracks/65d2ex70dZGkXmMsM6NQPT,https://api.spotify.com/v1/audio-analysis/65d2ex70dZGkXmMsM6NQPT,279213,4
77,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,7AvaYybgKnpAgtFbroSbz1,Kasalanan ko Ba,Mark Bautista,2012-03-13,0.519,0.475,0,-8.74,1,0.0247,0.586,4.76e-05,0.105,0.175,94.007,audio_features,7AvaYybgKnpAgtFbroSbz1,spotify:track:7AvaYybgKnpAgtFbroSbz1,https://api.spotify.com/v1/tracks/7AvaYybgKnpAgtFbroSbz1,https://api.spotify.com/v1/audio-analysis/7AvaYybgKnpAgtFbroSbz1,233333,4
78,2DGZZcEhiEVJt1VtflTehb,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2012-03-13,Sarah Geronimo,62CusrXDExh5MGTxjRtqur,Time to Let Go,Sarah Geronimo,2012-03-13,0.411,0.391,11,-7.29,1,0.0323,0.616,0.0,0.0793,0.0617,129.432,audio_features,62CusrXDExh5MGTxjRtqur,spotify:track:62CusrXDExh5MGTxjRtqur,https://api.spotify.com/v1/tracks/62CusrXDExh5MGTxjRtqur,https://api.spotify.com/v1/audio-analysis/62CusrXDExh5MGTxjRtqur,279867,4
79,1UAwPyLNLgyYbyEQVbRDto,Pure Opm Classics,2012,Sarah Geronimo,2leAemOYBo4p5BacV4h6MG,Handog,Sarah Geronimo,2012,0.384,0.482,7,-5.87,1,0.0292,0.506,1.36e-06,0.132,0.152,179.756,audio_features,2leAemOYBo4p5BacV4h6MG,spotify:track:2leAemOYBo4p5BacV4h6MG,https://api.spotify.com/v1/tracks/2leAemOYBo4p5BacV4h6MG,https://api.spotify.com/v1/audio-analysis/2leAemOYBo4p5BacV4h6MG,258693,4
80,1UAwPyLNLgyYbyEQVbRDto,Pure Opm Classics,2012,Sarah Geronimo,3tV3Ls9tzbzPgPTfzmaGOJ,Umagang Kay Ganda,Sarah Geronimo,2012,0.542,0.705,9,-5.335,1,0.0397,0.255,0.0,0.0891,0.246,92.881,audio_features,3tV3Ls9tzbzPgPTfzmaGOJ,spotify:track:3tV3Ls9tzbzPgPTfzmaGOJ,https://api.spotify.com/v1/tracks/3tV3Ls9tzbzPgPTfzmaGOJ,https://api.spotify.com/v1/audio-analysis/3tV3Ls9tzbzPgPTfzmaGOJ,213613,4
81,1UAwPyLNLgyYbyEQVbRDto,Pure Opm Classics,2012,Sarah Geronimo,7xQ6VvHcUV8ueA5j0DNd1b,Panalangin,Sarah Geronimo,2012,0.405,0.548,0,-5.423,1,0.0282,0.567,0.0,0.0572,0.239,109.83,audio_features,7xQ6VvHcUV8ueA5j0DNd1b,spotify:track:7xQ6VvHcUV8ueA5j0DNd1b,https://api.spotify.com/v1/tracks/7xQ6VvHcUV8ueA5j0DNd1b,https://api.spotify.com/v1/audio-analysis/7xQ6VvHcUV8ueA5j0DNd1b,225680,3
82,1UAwPyLNLgyYbyEQVbRDto,Pure Opm Classics,2012,Sarah Geronimo,2qLf2bfCWebwXPyv0ZyNOv,Doon Lang,Sarah Geronimo,2012,0.495,0.59,4,-5.714,1,0.0365,0.458,0.0,0.102,0.348,77.18,audio_features,2qLf2bfCWebwXPyv0ZyNOv,spotify:track:2qLf2bfCWebwXPyv0ZyNOv,https://api.spotify.com/v1/tracks/2qLf2bfCWebwXPyv0ZyNOv,https://api.spotify.com/v1/audio-analysis/2qLf2bfCWebwXPyv0ZyNOv,206360,4
83,1UAwPyLNLgyYbyEQVbRDto,Pure Opm Classics,2012,Sarah Geronimo,66tKz812dv5XnILVC9OnMU,Ikaw Lang Ang Mamahalin,Sarah Geronimo,2012,0.231,0.4,5,-6.795,1,0.0311,0.677,0.00355,0.21,0.104,163.489,audio_features,66tKz812dv5XnILVC9OnMU,spotify:track:66tKz812dv5XnILVC9OnMU,https://api.spotify.com/v1/tracks/66tKz812dv5XnILVC9OnMU,https://api.spotify.com/v1/audio-analysis/66tKz812dv5XnILVC9OnMU,239933,4
84,1UAwPyLNLgyYbyEQVbRDto,Pure Opm Classics,2012,Sarah Geronimo,1QQAYGJstu0H1LOXVUTkjg,Tao,Sarah Geronimo,2012,0.564,0.505,2,-8.983,1,0.0294,0.0337,1.43e-05,0.112,0.446,157.51,audio_features,1QQAYGJstu0H1LOXVUTkjg,spotify:track:1QQAYGJstu0H1LOXVUTkjg,https://api.spotify.com/v1/tracks/1QQAYGJstu0H1LOXVUTkjg,https://api.spotify.com/v1/audio-analysis/1QQAYGJstu0H1LOXVUTkjg,259147,4
85,1UAwPyLNLgyYbyEQVbRDto,Pure Opm Classics,2012,Sarah Geronimo,2nnoOOqBe8AmVvHsx7mzDz,Masdan Mo Ang Kapaligiran,Sarah Geronimo,2012,0.474,0.489,0,-8.319,1,0.029,0.637,0.0,0.101,0.38,75.152,audio_features,2nnoOOqBe8AmVvHsx7mzDz,spotify:track:2nnoOOqBe8AmVvHsx7mzDz,https://api.spotify.com/v1/tracks/2nnoOOqBe8AmVvHsx7mzDz,https://api.spotify.com/v1/audio-analysis/2nnoOOqBe8AmVvHsx7mzDz,296053,4
